actual_sentiment	id	predicted_sentiment
0	"867_1"	0
1	"4975_8"	1
1	"5213_8"	1
1	"12014_10"	1
1	"206_10"	1
1	"4187_7"	1
1	"12441_9"	0
0	"11369_1"	1
0	"9764_1"	0
1	"8274_10"	1
1	"6772_10"	1
0	"6468_3"	0
0	"8173_1"	0
1	"9732_10"	1
1	"8271_10"	1
1	"9347_7"	1
0	"7709_1"	0
0	"3034_4"	0
1	"5469_7"	1
0	"2123_3"	0
1	"12437_7"	0
1	"5222_8"	1
1	"3107_8"	1
1	"12101_7"	1
1	"7841_10"	0
1	"12401_8"	1
0	"1381_2"	0
0	"2431_1"	0
1	"6748_8"	0
1	"4364_7"	1
1	"11773_8"	1
0	"9478_1"	0
0	"1721_1"	0
0	"2354_1"	0
0	"4687_3"	0
0	"6572_3"	1
1	"4941_10"	1
0	"10931_1"	0
0	"2742_4"	0
0	"5883_1"	1
0	"6948_4"	0
0	"12193_4"	0
1	"342_10"	1
0	"12287_3"	0
0	"10926_4"	1
1	"10020_8"	0
0	"3160_1"	0
1	"1584_9"	1
0	"11627_1"	0
0	"243_3"	0
0	"3782_4"	0
0	"4600_4"	0
1	"754_9"	1
1	"1041_9"	1
0	"5889_1"	0
0	"9364_3"	0
0	"8499_2"	0
0	"5799_1"	0
1	"1086_7"	1
1	"769_8"	1
1	"5335_10"	1
0	"5920_3"	1
1	"453_10"	1
1	"11789_10"	1
1	"11115_10"	1
0	"8224_1"	0
1	"8783_9"	1
1	"9972_10"	1
1	"11807_7"	1
0	"9808_1"	0
1	"4010_10"	1
0	"7077_2"	0
0	"1084_2"	1
0	"12370_4"	0
0	"8832_2"	0
0	"1196_1"	0
1	"7071_9"	1
1	"8918_10"	0
1	"10714_8"	1
0	"3721_1"	0
0	"5404_1"	0
1	"9963_10"	1
1	"11088_7"	1
1	"4756_10"	0
1	"6198_7"	1
1	"6176_9"	1
1	"3818_8"	0
1	"4033_9"	1
1	"8161_10"	1
0	"5245_4"	0
0	"3166_3"	0
1	"10135_7"	0
1	"5635_7"	0
0	"5637_2"	0
0	"8052_1"	1
1	"6886_8"	0
0	"2556_1"	0
0	"4918_2"	0
0	"8540_2"	1
0	"1935_4"	1
1	"8568_7"	1
0	"803_4"	0
1	"11864_8"	1
1	"8962_9"	1
0	"1392_2"	1
1	"3269_8"	1
1	"11128_10"	1
0	"737_1"	0
0	"5297_4"	0
0	"5700_1"	0
0	"9359_4"	1
0	"9368_3"	0
0	"3740_2"	0
1	"7176_10"	0
1	"9201_8"	1
1	"4446_10"	1
0	"3610_1"	0
0	"11864_3"	0
1	"3214_10"	1
0	"3164_3"	0
1	"2853_8"	1
0	"7068_3"	0
0	"4650_2"	0
0	"7301_3"	0
1	"10930_8"	1
0	"6378_4"	0
0	"2679_3"	0
1	"3312_8"	1
1	"2088_8"	1
1	"6926_10"	1
1	"9203_9"	1
0	"349_4"	0
0	"11992_4"	0
0	"9523_3"	0
1	"9983_7"	1
0	"366_1"	0
0	"8283_1"	0
0	"5870_1"	1
1	"11910_10"	1
1	"11109_9"	1
1	"1712_9"	1
1	"10925_9"	1
0	"1932_2"	0
0	"12274_3"	0
1	"8624_7"	1
0	"5301_4"	0
1	"8353_10"	0
1	"7079_9"	1
1	"7861_10"	1
0	"6633_1"	0
1	"1970_9"	0
0	"618_2"	0
1	"8507_10"	0
0	"1729_3"	0
1	"11510_10"	1
0	"2605_1"	0
0	"3400_1"	0
0	"3199_2"	1
1	"6857_10"	1
0	"4036_1"	0
0	"8611_3"	0
1	"9869_10"	1
0	"6126_1"	0
0	"3294_3"	0
0	"10508_1"	0
1	"7965_10"	1
1	"1893_10"	1
0	"593_1"	0
1	"5609_10"	1
0	"2291_4"	1
1	"7473_9"	1
1	"1252_8"	1
1	"37_9"	1
0	"9034_2"	1
1	"3966_9"	1
0	"8021_2"	0
1	"11283_8"	1
1	"5870_8"	1
0	"11887_1"	0
1	"6262_9"	1
1	"4398_9"	0
0	"9940_3"	0
1	"10317_7"	0
1	"5024_8"	1
1	"11720_8"	1
1	"2008_7"	1
1	"3702_9"	1
0	"6295_1"	0
1	"2673_8"	1
0	"11555_2"	0
1	"2360_10"	1
1	"143_7"	1
0	"7342_2"	1
1	"1505_9"	1
1	"11892_9"	1
1	"1682_7"	1
0	"4480_1"	0
0	"9336_4"	0
1	"2885_9"	0
0	"103_1"	0
0	"9866_1"	0
1	"9460_8"	1
1	"5907_10"	1
1	"1711_8"	1
0	"10760_1"	0
1	"5132_8"	1
1	"5867_9"	1
0	"4375_1"	0
0	"7715_2"	0
1	"10874_10"	1
0	"2054_4"	1
0	"9309_1"	0
0	"1243_1"	0
1	"5785_10"	0
0	"3065_2"	0
1	"11293_7"	0
1	"8795_10"	1
0	"10345_4"	1
0	"6991_1"	0
0	"4551_1"	0
1	"830_10"	1
0	"10364_4"	0
0	"11190_1"	0
0	"874_1"	0
0	"2476_3"	0
1	"10129_7"	1
0	"6985_2"	1
1	"557_9"	1
1	"9685_10"	1
1	"8751_7"	0
1	"9543_7"	1
1	"2135_8"	1
0	"8760_2"	1
1	"7526_8"	1
1	"5017_8"	1
1	"9037_8"	1
1	"5710_8"	0
1	"4196_9"	0
0	"10013_1"	0
1	"5262_7"	0
1	"2266_8"	1
0	"6450_1"	0
0	"11211_1"	0
1	"1968_8"	1
1	"709_10"	1
0	"8133_1"	0
0	"2166_4"	1
1	"2725_8"	1
1	"11802_7"	1
0	"5912_2"	0
0	"7317_2"	0
0	"11594_4"	0
0	"7764_1"	0
1	"5755_7"	1
0	"2676_1"	0
0	"3369_4"	0
1	"41_9"	1
0	"7381_1"	0
0	"8478_1"	0
0	"1558_1"	0
1	"1150_10"	1
1	"4264_10"	1
0	"9124_1"	0
0	"2169_2"	1
0	"4275_1"	0
1	"1305_10"	1
1	"645_10"	1
1	"8973_9"	1
0	"8933_4"	0
0	"6705_1"	0
1	"11244_10"	1
1	"172_10"	1
1	"12095_8"	1
0	"10792_1"	0
1	"8199_10"	1
1	"4478_8"	1
0	"11409_1"	0
0	"2805_1"	1
1	"3535_8"	1
0	"3606_2"	0
1	"4901_9"	1
0	"4589_1"	0
1	"8935_8"	1
1	"1992_10"	1
0	"9657_3"	1
1	"10543_8"	0
0	"2915_1"	0
1	"3552_10"	1
1	"3134_8"	1
1	"6375_8"	1
1	"11204_9"	1
0	"11094_1"	0
0	"2242_1"	0
0	"5603_1"	0
0	"11341_4"	0
0	"1171_4"	0
0	"6184_4"	0
0	"5425_4"	0
0	"7152_1"	1
1	"11066_8"	1
0	"8100_3"	0
0	"8936_1"	0
0	"10348_1"	1
1	"2927_10"	1
0	"8411_1"	0
1	"360_10"	1
1	"12112_10"	0
0	"9723_1"	0
0	"4873_1"	0
0	"1506_1"	0
1	"9603_10"	1
1	"1645_9"	1
0	"7181_3"	1
1	"8037_10"	1
1	"6209_8"	1
0	"10208_3"	0
1	"1185_8"	1
1	"5748_10"	1
1	"2418_8"	1
1	"60_8"	0
1	"8407_7"	0
0	"1268_2"	0
1	"7648_7"	1
0	"5479_3"	0
0	"8371_1"	0
1	"924_7"	1
1	"907_8"	1
1	"322_10"	1
1	"1729_8"	1
0	"4555_1"	0
0	"9337_4"	0
1	"1417_8"	1
1	"9929_7"	0
1	"2922_10"	1
0	"5821_4"	0
0	"3604_2"	0
1	"3908_10"	1
0	"9854_1"	0
1	"4907_8"	1
1	"10549_9"	1
0	"11750_1"	0
1	"6207_9"	1
0	"610_1"	0
1	"9374_9"	1
1	"6171_8"	1
0	"828_2"	1
0	"7929_4"	0
0	"5335_4"	0
0	"11163_1"	0
1	"4771_10"	1
1	"3698_10"	1
1	"2592_10"	1
0	"625_4"	0
1	"3614_7"	0
1	"8563_10"	1
0	"7911_3"	0
0	"7370_1"	0
0	"6497_1"	0
0	"9660_4"	0
1	"10091_7"	1
1	"11948_10"	1
0	"11727_4"	0
0	"9097_1"	0
1	"12213_10"	1
0	"4881_1"	0
0	"12055_1"	0
0	"2855_4"	1
1	"8648_9"	1
0	"4570_1"	0
1	"6178_7"	0
1	"8389_8"	1
1	"8660_7"	1
0	"4003_2"	0
0	"5932_2"	0
1	"637_10"	1
1	"7538_7"	0
0	"11558_1"	0
0	"6024_1"	0
1	"10307_8"	1
0	"12147_1"	0
1	"7483_10"	1
1	"2529_7"	1
0	"2520_2"	0
0	"10335_3"	0
1	"11000_10"	0
0	"1613_2"	0
1	"3228_7"	0
1	"7852_9"	1
1	"3007_7"	1
0	"1569_2"	0
1	"8392_8"	0
1	"2777_7"	1
0	"10313_4"	0
1	"4572_10"	1
1	"1941_9"	1
0	"11127_3"	0
0	"7253_1"	0
0	"7758_4"	0
1	"7741_9"	1
1	"1590_10"	1
0	"11706_3"	0
0	"11174_2"	0
0	"10050_2"	0
1	"2340_10"	1
0	"1739_4"	0
1	"4654_7"	0
0	"10338_2"	0
0	"9012_1"	0
1	"6872_7"	0
0	"4447_2"	0
0	"7490_4"	0
0	"1109_1"	0
1	"7754_9"	1
1	"8928_10"	0
0	"11916_3"	0
0	"10554_1"	0
0	"5512_1"	0
0	"9636_1"	0
0	"3818_1"	0
0	"1507_3"	1
0	"8104_3"	0
0	"659_1"	0
1	"2486_10"	1
1	"11704_10"	1
0	"3839_1"	0
0	"9797_1"	0
1	"11188_10"	0
0	"9011_4"	0
1	"3956_10"	1
1	"5352_7"	0
0	"11219_3"	0
1	"10720_9"	1
0	"2374_1"	0
1	"3515_7"	0
1	"183_8"	1
1	"6428_8"	1
0	"3800_1"	0
0	"2060_3"	0
0	"7497_4"	0
0	"4401_1"	0
0	"1636_1"	0
1	"11484_9"	1
1	"11469_10"	0
0	"5861_1"	0
0	"9284_1"	0
0	"9255_2"	1
1	"736_10"	1
0	"7808_1"	0
1	"489_7"	1
1	"5394_10"	0
1	"2514_8"	1
0	"2067_1"	0
0	"1335_4"	1
0	"8872_3"	0
1	"3464_10"	1
0	"3284_1"	0
1	"10867_7"	1
0	"3083_1"	0
0	"11640_4"	0
0	"2575_3"	0
1	"9928_7"	1
0	"980_4"	1
0	"8719_2"	0
1	"2644_8"	1
1	"11526_10"	1
0	"10203_2"	0
0	"7435_4"	0
1	"9022_10"	1
1	"10340_9"	1
0	"11763_3"	0
1	"6192_9"	1
0	"124_2"	0
1	"10440_9"	1
0	"3558_3"	0
0	"3688_2"	1
1	"7279_9"	1
1	"5378_7"	0
1	"2173_10"	1
0	"6148_1"	1
1	"9348_7"	1
1	"10908_10"	1
0	"4171_4"	0
0	"10174_4"	0
0	"11794_2"	0
1	"5139_9"	1
0	"10849_1"	0
0	"6474_3"	0
0	"2026_2"	0
0	"2159_4"	0
1	"8230_10"	1
1	"956_9"	1
1	"6293_10"	1
0	"5607_1"	0
1	"7284_8"	0
0	"11337_3"	0
1	"3700_9"	1
0	"2401_3"	0
0	"9906_4"	0
1	"335_10"	1
0	"11489_3"	0
0	"7667_1"	0
1	"2634_7"	1
1	"9970_10"	1
1	"6078_8"	1
1	"676_8"	1
0	"6490_1"	0
1	"9372_9"	0
1	"7302_10"	1
0	"3082_1"	0
0	"3243_4"	0
0	"6480_3"	0
0	"6259_3"	0
0	"7284_1"	0
0	"11668_3"	0
0	"1841_4"	0
0	"5232_2"	0
1	"9310_10"	1
1	"1383_7"	1
0	"8202_4"	0
1	"2599_10"	1
0	"2381_1"	0
0	"3084_1"	0
1	"11596_10"	1
0	"6840_4"	1
1	"2520_10"	1
1	"3580_10"	1
0	"3028_1"	0
1	"10770_7"	1
0	"5320_2"	0
1	"3798_9"	1
1	"2424_7"	0
0	"1100_3"	1
1	"7731_9"	0
1	"8764_8"	1
0	"8923_3"	0
0	"2817_1"	0
1	"3046_10"	0
0	"534_4"	0
1	"6953_7"	1
1	"8978_10"	1
0	"10666_4"	1
1	"11131_9"	1
1	"1903_10"	1
1	"2126_10"	1
1	"7604_9"	1
1	"5207_7"	1
0	"11772_1"	0
1	"11511_9"	0
0	"8161_3"	0
1	"6550_10"	1
1	"6172_7"	1
0	"1571_1"	0
0	"1901_1"	0
1	"1433_10"	1
1	"4959_7"	1
0	"8981_4"	0
0	"9595_1"	0
0	"4696_1"	0
0	"11287_3"	0
1	"1298_7"	0
1	"1911_10"	1
0	"4311_3"	1
0	"10288_1"	0
1	"2767_8"	0
0	"3943_4"	0
1	"10728_10"	1
0	"2982_1"	0
0	"6159_1"	0
1	"4267_8"	1
1	"6476_10"	1
0	"140_2"	0
1	"10406_10"	1
1	"11631_7"	1
0	"5016_1"	0
1	"6996_8"	0
0	"5375_2"	0
1	"11080_10"	1
1	"1804_10"	1
1	"6760_9"	1
1	"4314_10"	1
1	"8693_10"	1
0	"11658_4"	0
1	"5968_10"	1
1	"5853_10"	0
0	"2867_1"	0
1	"10811_7"	1
1	"4164_10"	1
0	"9920_3"	1
1	"1021_10"	1
0	"11905_3"	0
0	"1682_2"	0
0	"4590_1"	0
0	"5704_2"	1
0	"5173_3"	0
0	"1241_1"	0
0	"6308_1"	0
1	"4059_8"	1
0	"4847_1"	0
1	"889_10"	1
0	"3_4"	1
1	"11835_8"	1
1	"7676_9"	1
0	"1603_2"	0
1	"6583_7"	1
0	"1610_2"	0
1	"1730_10"	1
1	"7022_7"	1
1	"4509_10"	1
1	"12228_8"	0
1	"630_10"	1
1	"8729_10"	1
0	"7904_3"	0
0	"5059_4"	1
0	"3829_4"	1
0	"11786_4"	0
1	"3981_10"	1
1	"10757_10"	1
0	"3453_3"	0
1	"8425_9"	1
0	"9322_1"	0
0	"684_2"	0
1	"6066_10"	1
0	"873_1"	0
0	"12445_4"	0
0	"5073_1"	0
0	"3872_4"	0
0	"4243_2"	0
0	"12040_4"	0
1	"6806_7"	1
1	"6354_10"	1
0	"6319_1"	0
0	"2734_4"	1
0	"6201_1"	0
1	"8364_10"	0
0	"12282_1"	0
0	"5281_1"	0
0	"2290_4"	0
1	"636_10"	1
0	"5977_1"	0
1	"7794_7"	1
0	"7866_2"	0
1	"5910_8"	1
1	"9115_10"	1
0	"8922_4"	0
0	"3896_1"	0
0	"8087_4"	0
1	"3351_8"	1
1	"2917_7"	1
0	"9535_2"	0
0	"2427_2"	0
0	"4147_1"	0
1	"12183_10"	1
1	"315_10"	1
1	"797_8"	1
1	"4666_8"	1
0	"12133_3"	0
1	"2224_10"	0
1	"7530_9"	1
1	"380_10"	1
1	"7377_9"	1
0	"4370_3"	0
0	"1675_4"	0
0	"11529_1"	0
1	"2488_10"	0
0	"2336_4"	0
0	"9810_2"	0
1	"1008_10"	1
0	"3409_1"	1
0	"10449_4"	0
0	"9450_1"	0
0	"9884_1"	0
0	"7211_1"	0
1	"1187_10"	1
0	"468_4"	0
1	"5813_8"	1
1	"224_10"	1
0	"9402_1"	0
1	"10267_8"	1
1	"8996_8"	1
0	"7411_4"	1
1	"1342_10"	1
0	"10876_1"	0
1	"5166_10"	1
0	"5420_4"	1
0	"553_1"	0
1	"8384_7"	1
1	"8967_8"	1
0	"500_2"	0
1	"12471_7"	1
0	"2643_1"	0
0	"365_1"	0
0	"11175_2"	0
1	"9096_10"	1
1	"8623_7"	1
0	"10239_3"	1
0	"1903_1"	0
1	"7006_8"	1
1	"2948_10"	1
1	"10695_8"	1
1	"4686_10"	1
1	"3982_7"	1
0	"11204_1"	0
1	"10775_8"	1
0	"7730_1"	0
1	"11239_8"	1
1	"7815_8"	1
0	"11049_1"	0
0	"1030_2"	1
0	"7308_1"	0
0	"9360_1"	0
0	"6036_1"	0
1	"694_9"	1
1	"2078_9"	1
0	"1611_1"	0
0	"191_3"	0
0	"7661_1"	0
0	"5509_3"	0
0	"12158_3"	1
1	"8296_8"	1
1	"2187_10"	1
0	"8489_1"	0
0	"11120_2"	0
1	"6109_8"	1
0	"6261_2"	0
0	"2185_1"	0
1	"4983_7"	1
1	"739_7"	1
1	"5310_10"	0
0	"2477_2"	0
1	"741_7"	1
1	"9392_9"	1
1	"1844_8"	0
0	"6609_1"	0
1	"8728_7"	1
0	"4245_3"	0
0	"11843_2"	0
1	"4879_10"	1
1	"11909_7"	1
0	"10897_1"	0
1	"5546_7"	1
0	"9508_3"	0
0	"10649_4"	0
0	"1866_2"	0
0	"10532_4"	0
0	"6643_4"	1
0	"4749_3"	0
0	"10631_1"	0
1	"10731_7"	1
1	"3606_9"	1
0	"9398_4"	0
1	"10282_8"	0
0	"10127_1"	0
1	"10521_9"	1
0	"4869_3"	0
0	"6616_1"	0
0	"5552_1"	0
0	"2369_4"	1
1	"6162_8"	1
1	"8396_8"	1
1	"2384_10"	1
0	"4270_1"	0
0	"10429_1"	0
0	"9795_1"	0
0	"9133_2"	1
0	"5640_1"	0
1	"12250_10"	1
1	"8961_9"	1
1	"3012_8"	1
0	"11795_1"	0
0	"9680_1"	1
1	"9368_8"	1
0	"9213_3"	0
1	"7144_10"	1
0	"11350_1"	0
1	"12165_10"	0
1	"3285_10"	1
0	"12381_1"	0
1	"2540_8"	1
1	"1735_10"	1
0	"2179_1"	1
1	"11620_8"	0
1	"8018_10"	1
0	"361_4"	1
0	"10816_2"	0
1	"3787_10"	1
1	"1131_7"	1
1	"8209_8"	1
1	"11796_9"	1
0	"2008_4"	1
0	"11767_4"	0
1	"7823_7"	1
0	"11646_4"	0
1	"10486_7"	0
0	"11790_1"	0
0	"1394_4"	0
0	"12242_3"	0
0	"10292_3"	0
1	"1001_8"	1
1	"7569_10"	1
1	"3466_7"	1
0	"6968_3"	0
1	"9578_10"	1
0	"10585_2"	1
1	"10467_10"	1
1	"11359_9"	1
1	"3747_10"	1
1	"12376_7"	0
0	"1342_1"	1
1	"1078_8"	1
1	"3540_8"	1
1	"7392_8"	1
0	"8095_4"	0
0	"1195_1"	0
0	"6060_3"	0
0	"7919_4"	1
1	"7709_7"	1
0	"10028_2"	0
1	"951_10"	1
1	"6662_7"	1
1	"11711_10"	1
1	"9684_10"	1
0	"7338_3"	0
1	"1664_10"	1
1	"11284_8"	1
1	"10452_10"	1
0	"11408_1"	0
0	"10694_1"	1
1	"6540_7"	1
1	"8213_9"	0
1	"4560_10"	1
0	"93_1"	0
1	"549_9"	1
0	"2565_3"	0
0	"117_3"	1
0	"9194_1"	0
0	"3090_1"	0
1	"3697_7"	1
1	"6435_7"	1
0	"7093_1"	0
1	"9483_10"	1
1	"12038_9"	1
1	"762_9"	0
0	"5093_3"	1
0	"3683_1"	0
1	"415_7"	1
0	"6197_1"	0
0	"11012_1"	0
0	"461_1"	0
1	"11489_10"	1
1	"7808_10"	1
1	"11753_10"	1
1	"5091_8"	1
0	"1049_3"	0
1	"8333_9"	1
0	"11162_4"	1
1	"9867_10"	0
1	"7577_8"	1
0	"9104_2"	0
0	"7740_3"	0
1	"3296_10"	1
1	"7925_7"	0
0	"11499_1"	0
1	"11282_7"	1
1	"11413_10"	1
0	"2873_1"	0
1	"8319_10"	1
1	"11669_9"	1
1	"235_10"	1
0	"5572_4"	0
1	"9091_10"	1
1	"173_7"	0
1	"9976_7"	1
1	"7345_7"	1
0	"12026_1"	0
0	"8352_1"	1
0	"6546_3"	0
0	"3403_3"	0
0	"9778_2"	0
1	"12362_8"	1
0	"3430_4"	0
1	"2611_9"	1
1	"5630_8"	0
1	"6132_10"	0
0	"11552_4"	0
0	"12471_1"	0
1	"11459_10"	1
1	"8655_9"	1
1	"10772_10"	1
0	"8461_1"	0
1	"1297_8"	1
1	"1299_10"	1
0	"5264_4"	0
0	"9547_2"	0
0	"6703_1"	0
1	"602_10"	1
1	"2352_9"	1
0	"2816_1"	0
0	"641_4"	1
1	"9049_8"	1
0	"2595_3"	0
1	"717_7"	1
0	"8046_1"	0
1	"7780_8"	1
1	"10225_9"	0
1	"2472_10"	1
1	"2578_10"	1
1	"324_8"	0
0	"3756_1"	0
1	"8654_9"	1
0	"3140_1"	1
1	"7133_10"	1
0	"9570_2"	0
0	"10919_4"	1
0	"4842_2"	0
0	"702_2"	0
0	"6841_1"	0
0	"11060_1"	0
0	"2835_1"	1
0	"1200_1"	0
0	"895_3"	0
0	"8849_4"	0
1	"192_9"	1
0	"3232_1"	0
0	"9276_1"	0
0	"854_1"	0
0	"4472_1"	0
1	"4535_7"	0
1	"7866_10"	0
1	"4265_8"	1
1	"10899_10"	1
1	"7041_7"	1
0	"4290_2"	0
1	"10623_8"	1
1	"4315_9"	1
1	"7620_10"	1
0	"9753_4"	0
0	"4675_4"	0
1	"9072_9"	0
1	"11800_8"	1
0	"10699_4"	0
0	"4233_1"	0
1	"10432_10"	1
0	"3051_2"	0
1	"3120_8"	1
1	"8120_7"	1
0	"6031_3"	0
1	"1050_9"	1
0	"11207_4"	1
1	"7252_8"	1
0	"2184_1"	0
1	"1384_7"	1
1	"5230_10"	0
0	"2271_1"	0
1	"2124_10"	1
1	"9665_10"	1
1	"3758_9"	1
1	"1020_10"	1
1	"6161_9"	1
1	"9870_9"	1
0	"4760_1"	0
0	"915_4"	1
0	"5597_3"	0
1	"7954_7"	1
0	"8601_1"	0
1	"5481_10"	1
1	"6873_10"	1
1	"8929_8"	1
1	"7587_9"	1
1	"854_9"	1
1	"3491_8"	0
0	"8154_3"	1
0	"989_4"	0
0	"1178_2"	0
1	"6289_10"	1
0	"12196_3"	0
0	"9445_1"	1
1	"414_10"	1
1	"8815_7"	1
0	"5353_1"	0
1	"944_10"	1
0	"85_2"	0
1	"8938_9"	1
0	"8500_1"	1
1	"7564_10"	0
0	"8956_1"	0
1	"1982_10"	1
0	"11021_1"	0
1	"5802_10"	1
0	"9623_4"	1
1	"9142_10"	1
0	"5102_3"	0
1	"2037_8"	1
1	"3997_10"	1
0	"2021_3"	1
0	"1626_1"	0
1	"12160_10"	1
0	"493_4"	0
1	"10679_10"	1
0	"7357_1"	0
0	"4732_4"	0
1	"4931_8"	1
0	"10669_2"	0
1	"9260_7"	0
0	"10111_1"	0
0	"11909_1"	0
0	"9406_2"	0
0	"154_3"	0
0	"11626_1"	0
0	"1122_1"	0
0	"1885_1"	0
1	"8520_8"	0
0	"11688_1"	0
0	"1012_2"	0
1	"8146_10"	1
1	"2957_10"	0
1	"3056_8"	1
1	"9100_7"	1
1	"4899_10"	1
0	"7488_1"	0
0	"12087_1"	1
0	"10017_4"	1
1	"7781_8"	1
0	"3330_4"	0
1	"215_8"	1
1	"7076_10"	1
1	"2407_10"	1
1	"7671_10"	1
0	"8242_3"	0
0	"8952_3"	0
1	"9164_10"	1
1	"5926_7"	0
0	"12230_4"	0
0	"581_4"	0
0	"6314_2"	1
1	"7289_10"	1
1	"6942_10"	1
0	"9950_2"	0
1	"2561_7"	1
0	"7384_4"	0
0	"8957_3"	0
0	"4683_1"	0
1	"4234_7"	0
1	"4826_7"	1
0	"7106_1"	0
0	"11975_1"	0
0	"4681_4"	0
1	"1142_10"	0
1	"3126_10"	1
1	"10375_10"	1
1	"1655_8"	1
1	"7199_8"	1
1	"5773_9"	0
0	"6156_2"	0
0	"12297_1"	0
0	"10406_3"	0
0	"12194_3"	1
1	"11790_8"	1
1	"11206_10"	1
0	"6906_1"	0
1	"6845_10"	1
1	"8098_7"	0
1	"1619_10"	1
1	"9084_7"	0
1	"7122_8"	1
1	"3812_9"	1
1	"9015_8"	1
0	"5800_2"	0
0	"8027_1"	0
0	"8253_4"	0
0	"2979_4"	0
1	"10898_7"	1
0	"3138_1"	0
1	"3059_8"	1
1	"4313_9"	0
1	"7405_10"	1
1	"6566_8"	0
0	"9038_1"	0
0	"805_1"	1
1	"9933_8"	1
0	"5774_1"	0
0	"8984_3"	0
1	"12271_7"	0
0	"6928_2"	0
1	"1807_7"	1
0	"5117_2"	1
1	"10915_9"	1
1	"11952_8"	1
0	"12261_4"	0
0	"5107_1"	1
1	"7652_8"	1
0	"2257_1"	0
1	"2968_10"	1
1	"3583_10"	0
1	"11942_8"	1
1	"8706_8"	1
0	"1577_2"	1
1	"4938_7"	1
0	"5542_4"	0
0	"4048_2"	0
0	"12324_3"	0
1	"2157_10"	1
1	"2636_9"	1
0	"7855_1"	0
0	"4148_1"	0
1	"3413_10"	1
0	"10093_1"	0
0	"819_1"	0
1	"9416_10"	1
0	"9415_4"	0
0	"4910_1"	0
1	"7636_8"	0
1	"6539_9"	0
0	"10184_1"	0
0	"11782_1"	0
1	"12357_7"	1
1	"9642_10"	1
0	"3362_1"	0
1	"5267_7"	1
0	"11536_3"	0
1	"6619_9"	1
0	"3744_4"	0
0	"8623_3"	0
1	"3302_10"	1
0	"1572_1"	0
0	"11962_4"	0
0	"11335_2"	1
0	"6076_4"	1
0	"2664_1"	0
1	"3372_9"	0
1	"4250_8"	1
0	"5314_1"	0
1	"7545_8"	1
1	"1861_10"	1
0	"10936_3"	0
1	"390_10"	1
1	"7653_10"	1
1	"1805_10"	1
1	"10186_8"	1
1	"8485_8"	0
1	"10059_10"	1
0	"9121_3"	0
0	"398_3"	0
1	"4263_8"	1
0	"5057_1"	0
0	"4320_1"	0
1	"2225_10"	1
1	"10270_9"	0
1	"8436_10"	1
1	"9930_8"	1
0	"6386_1"	0
1	"6556_9"	1
0	"1158_4"	0
1	"9123_10"	1
1	"459_10"	1
1	"1204_10"	1
0	"7205_1"	1
0	"9093_4"	1
1	"4602_8"	1
1	"4351_10"	1
1	"6823_10"	1
1	"2998_7"	1
1	"3463_7"	1
1	"12024_7"	1
0	"4815_2"	0
1	"1168_8"	1
1	"713_10"	0
1	"10174_7"	1
0	"3788_3"	1
1	"4757_8"	1
0	"3214_3"	0
1	"6430_10"	1
0	"1366_3"	0
0	"10555_1"	0
0	"6417_1"	0
0	"2910_4"	1
1	"11850_10"	1
1	"2575_7"	0
0	"9265_1"	0
1	"4066_10"	1
1	"8616_8"	0
1	"4930_7"	1
0	"7083_1"	0
0	"11855_1"	0
0	"3476_4"	0
0	"6569_3"	0
1	"11323_10"	1
0	"12280_1"	0
1	"8749_7"	0
1	"11142_8"	1
0	"7946_4"	0
0	"8979_2"	0
0	"8528_3"	1
1	"8278_10"	1
1	"11399_8"	1
1	"2463_10"	1
1	"2847_8"	1
0	"4273_1"	0
0	"4811_3"	0
0	"5621_4"	0
1	"10160_7"	1
0	"10087_4"	1
0	"4686_3"	0
1	"10286_9"	1
1	"7182_10"	0
1	"5061_8"	1
1	"9882_8"	1
0	"4989_3"	0
1	"9199_8"	0
0	"724_3"	0
0	"2558_1"	0
0	"9029_1"	0
0	"4900_2"	0
1	"4485_10"	1
1	"8537_10"	1
1	"5045_8"	0
0	"10879_1"	0
0	"12007_2"	1
1	"7394_9"	1
0	"5300_4"	1
0	"3310_4"	1
1	"9744_7"	1
1	"5720_10"	1
0	"901_1"	0
0	"11960_1"	0
0	"8435_1"	1
0	"8515_2"	0
1	"2474_10"	1
0	"145_2"	0
1	"7806_10"	1
1	"3062_10"	1
0	"1941_1"	0
0	"9681_1"	0
1	"945_10"	1
0	"9893_4"	1
1	"3356_10"	1
0	"1210_1"	0
0	"10187_3"	0
0	"10266_1"	0
1	"9656_10"	1
1	"9743_8"	1
0	"1523_1"	0
1	"11694_7"	0
0	"11323_1"	0
0	"5860_1"	0
0	"11653_1"	0
0	"1679_1"	0
1	"4396_10"	1
0	"5623_2"	0
1	"3924_7"	1
1	"10387_7"	1
1	"10243_10"	1
0	"8434_1"	1
1	"10238_10"	0
0	"3113_1"	0
0	"6020_2"	0
0	"1076_1"	0
0	"5032_4"	0
1	"7902_10"	1
0	"9665_2"	0
1	"10462_7"	1
1	"6237_7"	0
1	"10519_9"	1
1	"10636_8"	1
0	"4114_1"	0
1	"7230_8"	1
0	"7553_2"	0
0	"2471_2"	0
1	"8128_10"	1
1	"3390_8"	0
0	"5269_1"	0
1	"1479_8"	1
0	"9305_1"	0
1	"1680_8"	1
0	"3394_4"	0
1	"808_9"	0
0	"2081_4"	0
1	"7175_10"	1
0	"8070_3"	1
1	"8444_10"	1
0	"4434_1"	0
